Inst Code,Institute Name,Place,Dist Code,"Co
Educati on",College Type,Year of Estab,Branch Code,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,Tuition Fee,"TS
Affiliated To",
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,41014,49500,131742,131742,112624,116890,41014,49500,103280,144788,133762,139075,149370,149370,112263,156724,132874,138890,66000,JNTUH,
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,84015,84015,84015,133347,84015,143694,84015,84015,136929,136929,84015,84015,148439,148439,84015,84015,84015,142222,66000,JNTUH,
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,52372,52372,52372,52372,52372,52372,52372,52372,52372,52372,52372,52372,92146,92146,52372,52372,52372,52372,66000,JNTUH,
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ANE,AERONAUTICAL ENGINEERING,22493,24985,36618,109458,24422,33328,22493,24985,29902,61576,52627,96239,66806,66806,80761,80761,24189,33472,101000,JNTUH,
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CIV,CIVIL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,101000,JNTUH,
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),17144,17878,45408,55837,24898,29283,54365,101048,22320,24599,44176,67510,76020,84935,104571,143361,17721,17878,101000,JNTUH,
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),15729,16492,43542,49928,24441,24479,61478,61478,21504,22871,37354,56684,69466,73668,95116,147545,16065,16492,101000,JNTUH,
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSE,COMPUTER SCIENCE AND ENGINEERING,12531,13035,35533,39006,20055,20061,53160,53160,18671,19075,28188,49990,46184,52215,56113,69509,13548,13938,101000,JNTUH,
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",14577,14871,40940,43505,23195,23977,53884,53884,20652,20652,31181,52648,62569,62569,87261,136984,15271,15271,101000,JNTUH,
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,26871,27949,67417,67417,37081,37081,57118,57118,40510,40510,80591,86097,111122,119927,141915,156384,28445,28556,101000,JNTUH,
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,37091,37091,91168,133845,68683,97239,37091,37091,37091,70936,108195,108195,120165,153129,152099,152099,37091,76289,101000,JNTUH,
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,INF,INFORMATION TECHNOLOGY,16843,17048,46940,46940,25155,25475,16843,98015,24265,24626,45313,57963,81993,81993,108799,121154,17098,17311,101000,JNTUH,
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,MEC,MECHANICAL ENGINEERING,94896,94896,94896,134360,94896,110578,94896,94896,94896,94896,94896,94896,152598,154049,154556,156503,94896,94896,101000,JNTUH,
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),98187,98187,98187,145325,113067,116710,98187,128996,106962,133087,136681,136681,149078,149078,144449,144449,98187,98187,62000,JNTUH,
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,92123,92123,97405,97405,110507,130902,95236,95236,92123,95032,131559,132365,144987,144987,153055,153055,95347,109548,62000,JNTUH,
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,62000,JNTUH,
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,105124,105124,140398,140398,138782,138782,105124,105124,121556,142717,105124,105124,125621,147776,105124,105124,110865,110865,62000,JNTUH,
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,60452,60452,60452,60452,60452,115210,60452,60452,60452,60452,60452,60452,60452,60452,60452,60452,60452,60452,62000,JNTUH,
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,45202,65779,114761,146593,70140,79230,45202,65779,54438,87927,48706,65779,154065,154065,155978,155978,45202,70968,95000,JNTUH,
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CIV,CIVIL ENGINEERING,141708,141708,143764,143764,141708,141708,141708,141708,143669,143669,141708,141708,141708,141708,141708,141708,141708,141708,95000,JNTUH,
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),46185,46185,80723,137974,70377,70377,46185,46185,60234,84775,46185,46185,143815,143815,153499,153499,46185,73026,95000,JNTUH,
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),66909,66909,124310,128302,74736,84490,66909,66909,71902,85351,134041,134041,155304,156299,154015,154844,66909,70112,95000,JNTUH,
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,35025,44777,74658,84045,56571,56992,50473,50522,50203,50203,71513,72060,114410,118053,117043,147939,40262,44777,95000,JNTUH,
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",44867,49354,128270,128270,75724,90801,44867,87949,71455,89301,138012,138012,153197,155518,155566,155566,56735,69887,95000,JNTUH,
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),77510,85317,142528,142528,107462,116468,77510,85317,93505,102032,113623,113623,84714,97337,100712,100712,106178,113087,95000,JNTUH,
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,68507,68507,85828,89937,85724,92501,68507,68507,81165,98011,138770,138770,156077,156077,156651,156651,68507,84071,95000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,40808,51825,123407,127689,68819,79072,52055,52055,61896,65108,93091,99437,148201,152832,152354,152354,45796,51825,115000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,66512,90501,124004,124004,134566,134566,66512,90501,66512,121878,66512,90501,156270,156270,140803,154867,66512,120960,115000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),43200,54139,80727,80727,59664,59664,43200,54139,61129,64832,84649,84649,128155,128155,47671,149856,43200,54139,115000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),44795,54631,119572,119572,69637,73653,70559,70559,70237,71790,133919,140095,156525,156525,153263,156114,47301,54631,115000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,30895,32851,72279,76050,43391,47019,44146,44146,44003,46770,66602,118701,102222,102222,85390,140169,38040,38040,115000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,49570,58900,107174,146320,74034,79101,49570,58900,70684,72073,92190,92920,154315,154315,153321,153321,52819,64958,115000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",46292,46292,108352,119962,65069,65069,63329,63329,62616,64218,71823,144115,151291,153072,156722,156722,46292,49507,115000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),73618,73618,87813,94168,87788,94404,73618,73618,85900,94836,143215,143215,154951,154951,84312,84312,73618,77760,115000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,49536,60898,134590,134590,84247,92407,76992,76992,76364,94031,119371,119371,156775,156775,155739,155739,67694,67694,115000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,42871,42871,140560,140560,103219,136346,42871,42871,93872,135876,139775,139775,148625,148625,142408,153447,42871,121470,115000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,47466,51149,107039,107039,70457,73875,66286,66286,69806,77761,100431,143632,153865,156457,126291,151122,50500,51737,115000,JNTUH,
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,115000,JNTUH,
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),NARSAMPET,WGL,COED,PVT,2001,CIV,CIVIL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,60000,JNTUH,
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),NARSAMPET,WGL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),42594,130300,146235,146235,141969,141969,42594,130300,121055,144452,42594,130300,117150,145400,123878,130695,42594,145510,60000,JNTUH,
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),NARSAMPET,WGL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,93989,93989,131856,131856,142114,142114,93989,115672,112747,115402,133135,142976,155944,156394,155156,156406,130152,144453,60000,JNTUH,
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),NARSAMPET,WGL,COED,PVT,2001,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,66091,106565,66091,106565,66091,106565,66091,106565,66091,106565,66091,106565,66091,106565,66091,106565,66091,106565,60000,JNTUH,
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),NARSAMPET,WGL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",98424,98424,145257,145257,145373,145373,98424,98424,123933,136378,98424,98424,144912,144912,139609,139609,98424,98424,60000,JNTUH,
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),NARSAMPET,WGL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,137413,137413,137413,137413,137791,137791,137413,137413,146485,146485,137413,137413,137413,137413,144006,144006,137413,137413,60000,JNTUH,
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS (AUTONOMOUS),NARSAMPET,WGL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,78932,78932,78932,78932,78932,78932,78932,78932,78932,78932,78932,78932,78932,78932,78932,78932,78932,78932,60000,JNTUH,
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,39931,39931,81627,83758,55693,63271,39931,39931,47524,48198,50519,68937,81064,147465,99399,99399,40144,40144,110000,JNTUH,
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,42101,42101,117703,136676,59388,61141,112695,112695,53464,65258,77685,102234,140631,147505,152235,152235,42807,43099,110000,JNTUH,
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,CIV,CIVIL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,110000,JNTUH,
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),27200,27200,47315,79795,47199,47199,27200,27200,40321,54216,33406,33406,78288,78288,72023,72023,27200,27693,110000,JNTUH,
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,CSE,COMPUTER SCIENCE AND ENGINEERING,21216,21216,30626,62021,30351,35774,21216,21216,29695,29695,62543,62543,67269,68036,68372,68372,25367,25367,110000,JNTUH,
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",28624,30062,75886,95002,44298,51690,49161,49161,50887,50887,28624,101595,124273,141000,147683,147683,30960,30960,110000,JNTUH,
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,51681,60220,106528,131754,78035,78035,51681,88700,70951,88605,111203,138325,153353,153353,155899,155899,51681,60220,110000,JNTUH,
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,ECM,ELECTRONICS AND COMPUTER ENGINEERING,100607,100607,136810,136810,132980,142954,121743,121743,129164,129164,100607,100607,146368,146368,116542,116542,110270,110270,110000,JNTUH,
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,110000,JNTUH,
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,INF,INFORMATION TECHNOLOGY,40881,43299,130287,145407,63043,63256,60689,63735,61592,63550,87311,99322,151888,156170,153914,156211,42823,43299,110000,JNTUH,
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY (AUTONOMOUS),YENKAPALLY,RR,COED,PVT,1998,MEC,MECHANICAL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,110000,JNTUH,
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,COED,PVT,1997,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,35825,35825,35825,35825,126638,126638,35825,35825,107366,107366,35825,35825,35825,35825,35825,35825,35825,35825,70000,JNTUH,
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,57371,58415,146512,146512,85687,85687,87262,87262,94531,94531,115802,142750,154180,155442,151961,156774,105299,105299,70000,JNTUH,
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",88363,100678,133217,133217,142771,145696,133702,133702,121353,128858,141378,141378,95096,150546,96780,100678,144251,144251,70000,JNTUH,
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,51408,51408,127137,145707,145095,145095,51408,51408,142494,142494,51408,51408,154395,154395,51408,51408,142063,142063,70000,JNTUH,
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI (AUTONOMOUS),KARIMNAGAR,KRM,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,75405,75405,75405,75405,75405,75405,75405,75405,75405,75405,75405,75405,107052,107052,127903,127903,75405,75405,70000,JNTUH,
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),JAGITIAL,JTL,COED,UNIV,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,11878,11878,19844,25711,16839,16839,28234,28234,18407,18407,25236,25259,31415,31415,29978,30190,12872,15143,50000,JNTUH,
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),JAGITIAL,JTL,COED,UNIV,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,23386,32027,26691,37077,33067,33067,23386,34817,28824,32144,56664,56664,63016,63016,50221,50221,33436,33436,50000,JNTUH,
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),JAGITIAL,JTL,COED,UNIV,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,33753,51169,50416,51169,67564,79394,33753,51169,45621,51169,96210,106299,87450,87450,92781,92781,83291,114050,50000,JNTUH,
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),JAGITIAL,JTL,COED,UNIV,2007,INF,INFORMATION TECHNOLOGY,18821,18821,27011,27011,28019,28019,18821,18821,27178,27178,35769,64967,53591,53591,62316,62316,28123,28123,50000,JNTUH,
JNKR,JNTUH UNIVERSITY COLLEGE OF ENGINEERING  JAGITIAL (AUTONOMOUS),JAGITIAL,JTL,COED,UNIV,2007,MEC,MECHANICAL ENGINEERING,62916,62916,137229,137229,111586,123129,96488,96488,87160,87160,98307,98307,147379,155733,135166,139739,110167,110167,50000,JNTUH,
JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,COED,SF,2008,BSE,BUILDING SERVICES ENGG,96424,96424,96424,96424,96424,96424,96424,96424,96424,96424,96424,127873,126560,126560,96424,96424,96424,96424,65000,TUENT C,
JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,COED,SF,2008,DTD,DIGITAL TECHNIQUES FOR DESIGN AND PLANNING,68396,68396,116827,134065,101341,101341,68396,68396,68781,98083,119220,119220,142107,142274,132008,154631,139488,139488,65000,TUENT C,
JNPASF,JNAFAU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,MASABTANK,HYD,COED,SF,2008,PLG,B.PLANNING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,65000,TUENT C,
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,BIO,BIO-TECHNOLOGY,44808,44808,129910,129910,91306,98525,44808,44808,75901,75901,85567,85567,122852,122852,105204,152859,117383,126244,100000,JNTUH,
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CHE,CHEMICAL ENGINEERING,28633,28633,45240,48804,35904,38747,43958,43958,43365,48475,101570,101570,48663,76110,96552,96552,49945,49945,50000,JNTUH,
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CIV,CIVIL ENGINEERING,16772,18928,30859,33500,25690,25690,37136,42340,28063,30203,31485,66175,38629,38629,36810,39952,21589,26059,50000,JNTUH,
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),2467,2860,5654,5654,3237,3237,2467,10576,3109,3109,6244,6244,11049,11049,11969,11969,3106,3483,100000,JNTUH,
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CSE,COMPUTER SCIENCE AND ENGINEERING,813,962,1579,2290,1245,1245,813,962,1199,1199,1886,1886,4013,6753,6196,6196,1003,1304,50000,JNTUH,
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",1359,1863,3501,3975,2232,2232,1359,1863,2399,2885,4692,4692,8932,9572,8547,10293,1610,2158,100000,JNTUH,
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,2998,3273,7869,7869,4303,5006,5143,5143,4438,4438,4791,4791,12019,12019,12169,15146,3336,4676,50000,JNTUH,
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,6334,6505,16045,16045,10562,10815,21711,21711,11406,12144,28547,28547,18513,18513,21077,21077,11613,14493,50000,JNTUH,
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,GEO,GEO INFORMATICS,52369,56509,134289,134289,129850,129850,52369,133371,113293,117801,119110,124101,147193,147193,147048,151509,103897,103897,100000,JNTUH,
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,MEC,MECHANICAL ENGINEERING,12936,16502,18512,66180,17092,34697,12936,16502,27350,29927,54645,54914,28460,43130,31684,33682,17297,39576,50000,JNTUH,
JNTH,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH HYDERABAD,HYDERABAD,MDL,COED,UNIV,1965,MET,METALLURGICAL ENGINEERING,39042,43021,85402,95961,65031,65031,39042,43021,54341,54341,39042,141457,83621,102363,71301,111779,69407,69407,50000,JNTUH,
JNTHM T,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,CIV,CIVIL ENGINEERING,63885,63885,91256,92988,63885,75787,72502,72502,65259,65259,82989,133279,79635,115875,113888,121096,98790,103720,100000,JNTUH,
JNTHM T,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,CSE,COMPUTER SCIENCE AND ENGINEERING,4984,5165,8941,11420,7558,7740,4984,5165,6394,10385,11524,11697,18592,18592,15623,15623,6324,6324,100000,JNTUH,
JNTHM T,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,10577,12791,21938,21938,15335,15505,10577,21927,15654,15654,16105,32013,26266,27228,24298,24298,13893,15255,100000,JNTUH,
JNTHM T,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,19501,22002,49131,83835,33188,33188,70048,122123,34049,36250,90486,132801,49196,56812,48584,48584,27773,31118,100000,JNTUH,
JNTHM T,JNTUH UNIVERSITY COLLEGE OF ENGG SCI AND TECH  -5 YEAR INTEGRATED MTECH  SELF FINANCE,KUKATPALLY,MDL,COED,SF,1965,MMS,BTECH MECHANICAL WITH MTECH MANUFACTURING  SYSTEMS,50726,50726,63148,116872,80891,80891,50726,50726,58011,111692,50726,50726,150090,155402,109354,156544,54059,91329,100000,JNTUH,
